customer_name,mobile_number,email,dob,gender,occupation,house_no,street,area,city,state,pincode,country,pan_number,kyc_status,created_at,customer_status,login_status
Yug Merchant,6949337279,yug.merchant126@gmail.com,1980-06-09,Male,Engineer,585,Trivedi Road,Ville,Bengaluru,Karnataka,560001,India,CCOFU7162U,Verified,2025-01-14 19:51:44,Active,Active
Harish Mohanty,9175222630,harish.mohanty127@gmail.com,1987-04-17,Male,Government Employee,24,Bora Nagar,Ville,Delhi,Delhi,110001,India,APFAJ8851X,Verified,2025-06-11 21:57:14,Active,Active
Ekaraj Sundaram,7867489756,ekaraj.sundaram128@gmail.com,2003-07-23,Male,Software Engineer,653,Chopra Street,Ville,Delhi,Delhi,110001,India,SJEWF5568U,Verified,2025-10-28 06:29:41,Active,Active
Yashvi Dass,9259758843,yashvi.dass129@gmail.com,1994-11-10,Female,Student,207,Pai Circle,Ville,Kanpur,Uttar Pradesh,208001,India,HNIAS9155S,Verified,2022-11-28 07:34:22,Active,Active
Gaurav Kaul,7636879280,gaurav.kaul130@gmail.com,1989-07-19,Male,Software Engineer,187,Chaudhuri Circle,Ville,Kolkata,West Bengal,700001,India,JMDKR4118B,Verified,2025-07-11 14:00:38,Active,Active
Yashoda Balay,9964056653,yashoda.balay131@gmail.com,1972-05-28,Female,Sales Executive,813,Sandhu Nagar,Ville,Chennai,Tamil Nadu,600001,India,VGIUP2818X,Verified,2021-09-19 17:35:27,Active,Active
Sarthak Mitra,8621641628,sarthak.mitra132@gmail.com,1978-08-15,Male,Sales Executive,323,Yogi Ganj,Ville,Mumbai,Maharashtra,400001,India,TYDSP6883L,Verified,2024-04-13 19:47:15,Active,Active
Janani Keer,7419050063,janani.keer133@gmail.com,1987-11-05,Female,Software Engineer,765,Brahmbhatt Marg,Ville,Patna,Bihar,800001,India,NLIKU7431J,Verified,2024-06-16 17:37:59,Active,Active
Girik Shetty,9620658107,girik.shetty134@gmail.com,1994-10-06,Male,Engineer,113,Varkey Marg,Ville,Patna,Bihar,800001,India,WMHBJ3123J,Verified,2023-05-15 13:51:22,Active,Active
Imaran Bala,8656344709,imaran.bala135@gmail.com,1984-01-08,Male,Doctor,579,Ravel Path,Ville,Bhopal,Madhya Pradesh,462001,India,KLYFS1906C,Verified,2026-06-06 02:25:19,Active,Active
Ojas Deshmukh,8332495985,ojas.deshmukh136@gmail.com,1976-06-16,Male,Bank Employee,252,Dara Circle,Ville,Bhopal,Madhya Pradesh,462001,India,HHCFH6633K,Verified,2024-03-07 15:41:29,Active,Active
Bhavna Lalla,9409819886,bhavna.lalla137@gmail.com,1998-05-04,Female,HR Manager,605,Pandey Road,Ville,Delhi,Delhi,110001,India,SEBYI6340R,Verified,2022-01-26 18:44:38,Inactive,Active
Chaman Dada,6423399930,chaman.dada138@gmail.com,1970-11-13,Female,Marketing Manager,169,Karnik Ganj,Ville,Mumbai,Maharashtra,400001,India,IYQSF0771S,Verified,2024-08-30 20:03:06,Active,Active
Rachana Pillai,8985582158,rachana.pillai139@gmail.com,1972-01-07,Female,Consultant,292,Savant Zila,Ville,Jaipur,Rajasthan,302001,India,VNHYB3024S,Verified,2021-09-21 15:17:21,Active,Active
Omisha Dass,8404029267,omisha.dass140@gmail.com,2005-12-17,Female,Business Owner,890,Gour Zila,Ville,Lucknow,Uttar Pradesh,226001,India,BPPWM8467I,Verified,2026-02-25 07:12:13,Active,Active
Lekha Bhandari,8881978856,lekha.bhandari141@gmail.com,1970-05-15,Other,Doctor,101,Anand Circle,Ville,Kanpur,Uttar Pradesh,208001,India,VIBJW5796O,Verified,2023-12-02 11:58:32,Active,Active
Lavanya Dugal,6825962232,lavanya.dugal142@gmail.com,1994-03-30,Female,Bank Employee,310,Buch,Ville,Pune,Maharashtra,411001,India,PCWID9918B,Verified,2021-08-27 03:16:47,Active,Active
Balendra Chaudhry,6449097943,balendra.chaudhry143@gmail.com,2001-02-23,Male,Student,407,Din Zila,Ville,Bhopal,Madhya Pradesh,462001,India,YRQLU3062G,Verified,2025-06-11 11:56:57,Active,Active
Yasti Magar,8897100767,yasti.magar144@gmail.com,1972-06-24,Female,Software Engineer,191,Varty Chowk,Ville,Kolkata,West Bengal,700001,India,WVRYL0749G,Verified,2025-06-21 19:08:31,Active,Active
Yasti Radhakrishnan,7594283541,yasti.radhakrishnan145@gmail.com,1981-10-30,Female,Software Engineer,198,Khurana Nagar,Ville,Bhopal,Madhya Pradesh,462001,India,KJWOA7714J,Verified,2024-03-25 08:58:17,Active,Active
Bimala Kunda,9289093834,bimala.kunda146@gmail.com,1992-01-21,Female,Sales Executive,641,Gour Road,Ville,Delhi,Delhi,110001,India,VRZRW6334V,Pending,2022-02-05 07:23:02,Active,Active
Chandresh Sampath,8664069048,chandresh.sampath147@gmail.com,1975-05-11,Male,Government Employee,983,Dhar Path,Ville,Bhopal,Madhya Pradesh,462001,India,VRVCJ5749X,Verified,2023-01-25 09:23:51,Active,Blocked
Akshay Palla,7984782801,akshay.palla148@gmail.com,1971-06-22,Male,Software Engineer,523,Shukla Marg,Ville,Kota,Rajasthan,324001,India,WABSZ5792U,Verified,2024-06-05 13:27:38,Active,Active
Raghav Kapadia,9170390742,raghav.kapadia149@gmail.com,1996-05-27,Male,Consultant,770,Palan Circle,Ville,Chennai,Tamil Nadu,600001,India,ARPXR5613X,Verified,2022-06-24 11:22:42,Inactive,Active
Meghana Jayaraman,8333589856,meghana.jayaraman150@gmail.com,1985-01-27,Other,Self Employed,866,Kakar Circle,Ville,Jaipur,Rajasthan,302001,India,TXEWD9347H,Pending,2023-01-02 21:18:26,Inactive,Active
Xavier Pal,9144655025,xavier.pal151@gmail.com,1972-06-27,Male,Engineer,158,Gopal Circle,Ville,Sitapur,Uttar Pradesh,261001,India,DWYFC8415X,Verified,2023-08-30 08:32:46,Active,Active
Laban Ranganathan,8513704612,laban.ranganathan152@gmail.com,1993-06-16,Male,Teacher,231,Kurian Marg,Ville,Kanpur,Uttar Pradesh,208001,India,IFQHX2484T,Verified,2023-01-01 14:39:36,Active,Active
Finn Deol,7011864560,finn.deol153@gmail.com,1991-08-20,Male,Sales Executive,465,Dass Path,Ville,Patna,Bihar,800001,India,GQRFG9022Q,Verified,2023-01-18 17:48:03,Active,Active
Maya Deo,6333434590,maya.deo154@gmail.com,1975-06-10,Female,Engineer,937,Ganesan Path,Ville,Bhopal,Madhya Pradesh,462001,India,FIIXM5475E,Pending,2025-01-22 01:04:05,Blocked,Blocked
Sneha Natt,6279345132,sneha.natt155@gmail.com,1984-11-29,Other,Doctor,455,Karpe Nagar,Ville,Kota,Rajasthan,324001,India,GGQJH8768P,Verified,2021-09-08 20:22:12,Active,Active
Gagan Date,8303817064,gagan.date156@gmail.com,1978-10-02,Male,Marketing Manager,554,Bhatia Zila,Ville,Kolkata,West Bengal,700001,India,WQEOZ5075Q,Verified,2024-11-01 20:58:41,Active,Active
Anika Roy,9149814509,anika.roy157@gmail.com,1982-02-09,Female,Engineer,369,Venkatesh Street,Ville,Kota,Rajasthan,324001,India,IFWXI3578V,Verified,2025-08-06 18:58:02,Active,Active
Darpan Sethi,8199273571,darpan.sethi158@gmail.com,1985-10-13,Male,Self Employed,722,Mistry Circle,Ville,Sitapur,Uttar Pradesh,261001,India,HLYDH9649X,Verified,2024-09-16 16:24:41,Active,Active
Mitesh Jayaraman,9885737928,mitesh.jayaraman159@gmail.com,1978-05-16,Male,Marketing Manager,442,Sanghvi Path,Ville,Lucknow,Uttar Pradesh,226001,India,AVVIX3983V,Verified,2023-03-06 10:42:41,Active,Active
Hardik Kohli,8046416969,hardik.kohli160@gmail.com,1991-08-01,Male,Lawyer,895,Goswami Road,Ville,Kolkata,West Bengal,700001,India,YCHOR3196G,Verified,2021-11-18 09:06:23,Active,Active
Ayush Rege,6344055631,ayush.rege161@gmail.com,1971-12-27,Male,Sales Executive,657,Singh Circle,Ville,Bengaluru,Karnataka,560001,India,BLJLH3587O,Verified,2021-11-08 14:59:04,Active,Active
Ethan Goel,7923219229,ethan.goel162@gmail.com,2001-11-02,Male,Accountant,87,Chahal Zila,Ville,Kota,Rajasthan,324001,India,EZYIL8140I,Verified,2024-03-16 11:19:17,Active,Active
Reyansh Dhingra,9677841151,reyansh.dhingra163@gmail.com,2003-04-25,Male,Student,477,Kala Circle,Ville,Sitapur,Uttar Pradesh,261001,India,JYOLU6849S,Verified,2024-11-14 17:54:57,Active,Active
Wyatt Mann,9934969296,wyatt.mann164@gmail.com,1977-02-28,Male,Marketing Manager,956,Majumdar Road,Ville,Kolkata,West Bengal,700001,India,HOGYC5608G,Verified,2026-07-18 23:59:40,Active,Active
Onveer Halder,6878459700,onveer.halder165@gmail.com,2004-09-30,Male,Lawyer,447,Buch Zila,Ville,Kolkata,West Bengal,700001,India,QRVLN3606D,Verified,2023-06-28 23:34:45,Active,Active
Sai Modi,8687352846,sai.modi166@gmail.com,1997-10-19,Female,Software Engineer,525,Zachariah Path,Ville,Mumbai,Maharashtra,400001,India,TWKIZ9405L,Verified,2023-03-10 03:07:37,Active,Active
Aadhya Prabhakar,8277260737,aadhya.prabhakar167@gmail.com,2005-09-26,Female,Doctor,115,Pingle Path,Ville,Kolkata,West Bengal,700001,India,JRUZT7270G,Verified,2025-05-10 18:17:43,Active,Active
Priya Parsa,7506189239,priya.parsa168@gmail.com,1998-02-06,Female,Engineer,523,Wable Nagar,Ville,Sitapur,Uttar Pradesh,261001,India,EEGEA2674W,Verified,2026-03-06 23:13:57,Active,Active
Yasti Cheema,8333701661,yasti.cheema169@gmail.com,2001-10-12,Female,Consultant,717,Memon Zila,Ville,Delhi,Delhi,110001,India,RRCQU2534N,Verified,2026-06-01 05:49:45,Active,Active
Ucchal Bose,9115503411,ucchal.bose170@gmail.com,1970-12-05,Female,Government Employee,470,Balakrishnan Path,Ville,Ahmedabad,Gujarat,380001,India,YBHIY1674N,Verified,2023-07-08 20:14:17,Active,Active
Krishna Raju,8956185134,krishna.raju171@gmail.com,1983-04-04,Female,Self Employed,639,Chakrabarti Zila,Ville,Ahmedabad,Gujarat,380001,India,CPWGX2641O,Verified,2024-10-16 16:03:23,Active,Active
Aarini Bansal,6660889548,aarini.bansal172@gmail.com,2002-05-31,Female,Lawyer,600,Koshy Zila,Ville,Chennai,Tamil Nadu,600001,India,PFBNN7328G,Verified,2023-05-03 14:05:11,Inactive,Active
Rachit Rastogi,8108338473,rachit.rastogi173@gmail.com,1987-07-13,Male,Business Owner,362,Singhal Ganj,Ville,Kanpur,Uttar Pradesh,208001,India,ASWTL2968O,Verified,2026-03-13 22:41:02,Active,Active
Devika Chacko,7717242496,devika.chacko174@gmail.com,1987-03-10,Female,Sales Executive,210,Sathe Marg,Ville,Pune,Maharashtra,411001,India,EHHXT3269H,Verified,2024-04-01 15:38:33,Active,Active
Amaira Mann,9614104189,amaira.mann175@gmail.com,2003-03-04,Female,Sales Executive,432,Jani,Ville,Lucknow,Uttar Pradesh,226001,India,YNIJS8435Q,Verified,2024-10-18 06:34:36,Active,Active
Vyanjana Jayaraman,6756789972,vyanjana.jayaraman176@gmail.com,1999-10-07,Female,Consultant,940,Kohli Circle,Ville,Kanpur,Uttar Pradesh,208001,India,UHUVT2907K,Verified,2025-02-17 21:33:07,Active,Active
Jacob Din,9457112265,jacob.din177@gmail.com,1978-04-14,Male,Business Owner,758,Dasgupta Street,Ville,Ahmedabad,Gujarat,380001,India,FLOYI3828N,Verified,2025-10-28 14:29:31,Active,Active
Watika Nayar,8843558477,watika.nayar178@gmail.com,1972-11-15,Female,Bank Employee,10,Ramaswamy Circle,Ville,Patna,Bihar,800001,India,GTDBZ4825P,Verified,2024-03-04 13:42:55,Inactive,Active
Jairaj Sanghvi,7868357790,jairaj.sanghvi179@gmail.com,1992-03-07,Male,Doctor,702,Tella Zila,Ville,Chennai,Tamil Nadu,600001,India,NFIZQ3559N,Verified,2025-02-26 16:54:07,Inactive,Blocked
Shaurya Sengupta,7603833646,shaurya.sengupta180@gmail.com,1984-10-15,Male,Lawyer,955,Mane Ganj,Ville,Lucknow,Uttar Pradesh,226001,India,PQHFA8584V,Verified,2022-10-21 10:59:03,Active,Active
Ekantika Oak,9888789092,ekantika.oak181@gmail.com,1975-12-29,Female,Student,15,Mandal Road,Ville,Bengaluru,Karnataka,560001,India,PSFMO4784E,Verified,2024-06-19 02:35:51,Active,Active
Ishita Karan,6487677962,ishita.karan182@gmail.com,2005-04-01,Female,Business Owner,998,Dhaliwal Marg,Ville,Hyderabad,Telangana,500001,India,EPBQR8949X,Pending,2024-12-25 22:25:40,Active,Active
Bhavika Kalla,8754279443,bhavika.kalla183@gmail.com,1999-06-29,Female,Engineer,477,Sood,Ville,Pune,Maharashtra,411001,India,GSBKF5969Y,Pending,2025-02-01 16:09:55,Inactive,Blocked
Balvan Mall,6517612966,balvan.mall184@gmail.com,1991-01-04,Male,Bank Employee,586,Pradhan Ganj,Ville,Bengaluru,Karnataka,560001,India,QMXXR6112T,Verified,2025-12-04 00:45:06,Inactive,Active
Aarna Bansal,9084928985,aarna.bansal185@gmail.com,1985-01-09,Female,Self Employed,116,More Chowk,Ville,Kanpur,Uttar Pradesh,208001,India,ZUSAO2252X,Pending,2022-12-13 00:33:51,Active,Active
Bina Swamy,8883414290,bina.swamy186@gmail.com,2003-12-01,Female,HR Manager,818,Bhavsar Chowk,Ville,Sitapur,Uttar Pradesh,261001,India,RBVMA5182G,Rejected,2024-02-16 21:33:30,Active,Active
Vrishti Yohannan,8854095121,vrishti.yohannan187@gmail.com,1999-01-19,Female,Student,687,Sawhney Marg,Ville,Pune,Maharashtra,411001,India,GGJWF6483N,Verified,2025-05-21 03:22:13,Active,Active
Anvi Konda,6330674639,anvi.konda188@gmail.com,2003-02-21,Female,Marketing Manager,347,Bath Street,Ville,Chennai,Tamil Nadu,600001,India,AVPAK8607B,Verified,2024-04-12 15:52:19,Active,Active
Balendra Parekh,9687196986,balendra.parekh189@gmail.com,1975-03-30,Male,HR Manager,455,Bhandari Marg,Ville,Patna,Bihar,800001,India,IPCHP8280I,Verified,2022-01-06 22:13:33,Active,Active
Yatan Mutti,8169605831,yatan.mutti190@gmail.com,1998-06-24,Male,Engineer,754,Dada Path,Ville,Jaipur,Rajasthan,302001,India,IBKWC7535N,Verified,2023-09-26 16:57:37,Active,Active
Januja Koshy,7834465959,januja.koshy191@gmail.com,1972-06-21,Female,Self Employed,170,Singh Zila,Ville,Ahmedabad,Gujarat,380001,India,FRWWH3254Y,Verified,2025-06-25 05:33:29,Blocked,Blocked
Krisha Bhalla,6531426881,krisha.bhalla192@gmail.com,1997-01-09,Female,Software Engineer,870,Borra Road,Ville,Kota,Rajasthan,324001,India,XIJXP5378G,Verified,2023-06-12 03:13:46,Active,Active
Ati Mani,6743500332,ati.mani193@gmail.com,1998-11-12,Female,Government Employee,562,Sachar Road,Ville,Bhopal,Madhya Pradesh,462001,India,SNCYQ7494O,Pending,2024-02-05 16:31:57,Active,Active
Jairaj Gokhale,7180578208,jairaj.gokhale194@gmail.com,2000-05-11,Male,Doctor,907,Ahluwalia Ganj,Ville,Ahmedabad,Gujarat,380001,India,BPWZF1289C,Verified,2026-02-10 11:54:47,Active,Active
Yadavi Bassi,7420763016,yadavi.bassi195@gmail.com,2002-05-10,Female,Sales Executive,754,Minhas Circle,Ville,Sitapur,Uttar Pradesh,261001,India,EKSPH5802W,Verified,2025-08-09 05:18:58,Active,Active
Farhan Luthra,7706565708,farhan.luthra196@gmail.com,1996-04-27,Male,Accountant,763,Nori Nagar,Ville,Chennai,Tamil Nadu,600001,India,TPAGY1734N,Verified,2022-06-08 00:16:18,Inactive,Active
Banjeet Shah,9099078241,banjeet.shah197@gmail.com,1983-02-08,Male,Sales Executive,415,Madan Circle,Ville,Bhopal,Madhya Pradesh,462001,India,OJUSM9753B,Verified,2026-04-18 03:09:26,Active,Active
Yahvi Kamdar,8073025178,yahvi.kamdar198@gmail.com,1977-01-07,Female,Self Employed,690,Aurora Nagar,Ville,Jaipur,Rajasthan,302001,India,HPAHN0680C,Pending,2026-05-11 12:13:25,Active,Active
Gautam Saxena,8666685101,gautam.saxena199@gmail.com,1970-07-05,Male,Teacher,250,Biswas Path,Ville,Chennai,Tamil Nadu,600001,India,HPNFX2917K,Verified,2024-06-12 03:58:06,Active,Active
Farhan Barman,7789097697,farhan.barman200@gmail.com,1994-01-20,Male,Engineer,598,Sahota Road,Ville,Kanpur,Uttar Pradesh,208001,India,TCWOB5832L,Rejected,2024-04-06 03:12:16,Active,Active
Rushil Bala,7238301233,rushil.bala201@gmail.com,1972-05-25,Male,Marketing Manager,345,Trivedi Marg,Ville,Chennai,Tamil Nadu,600001,India,EYEYF6382E,Verified,2021-09-21 04:47:05,Active,Active
Ati Kapadia,8196409435,ati.kapadia202@gmail.com,2004-02-12,Female,Bank Employee,916,Dass Chowk,Ville,Bengaluru,Karnataka,560001,India,ZLJCC3466Q,Verified,2024-11-15 00:47:37,Active,Active
Rushil Chad,9334335600,rushil.chad203@gmail.com,1989-04-22,Other,Consultant,5,Karan Ganj,Ville,Mumbai,Maharashtra,400001,India,WILSS9294V,Verified,2023-06-22 07:25:07,Active,Active
Kala Doshi,9357553555,kala.doshi204@gmail.com,1985-01-13,Female,Doctor,88,Kuruvilla Path,Ville,Kolkata,West Bengal,700001,India,MRWLO8851A,Verified,2023-12-03 22:07:22,Active,Active
Dhruv Anand,9581305073,dhruv.anand205@gmail.com,1970-02-11,Other,Sales Executive,532,Chaudhuri Zila,Ville,Mumbai,Maharashtra,400001,India,XAAUH3100V,Verified,2022-04-30 11:18:25,Active,Active
Qadim Pandit,7412901336,qadim.pandit206@gmail.com,1990-03-17,Male,Doctor,986,Sehgal Road,Ville,Kota,Rajasthan,324001,India,AUBJF9406O,Verified,2023-01-22 02:29:09,Active,Active
Chakradhar Kale,7756726363,chakradhar.kale207@gmail.com,1977-10-15,Male,Marketing Manager,854,Mishra Nagar,Ville,Hyderabad,Telangana,500001,India,ZTVLH2521H,Verified,2026-01-09 21:36:46,Active,Active
Yash Tata,8089416118,yash.tata208@gmail.com,1971-01-17,Male,Student,793,Menon Nagar,Ville,Jaipur,Rajasthan,302001,India,LXJEE3400T,Verified,2024-04-14 13:17:54,Active,Active
Kala Choudhury,6376072677,kala.choudhury209@gmail.com,1988-08-26,Female,Lawyer,715,Handa Path,Ville,Jaipur,Rajasthan,302001,India,VXOBB7062E,Verified,2025-12-02 00:07:00,Active,Active
Indira Narain,7540818734,indira.narain210@gmail.com,1971-03-28,Female,Accountant,667,Das Path,Ville,Bengaluru,Karnataka,560001,India,WFYYS2225V,Verified,2023-01-21 21:21:54,Active,Active
Aarav Rattan,8971105851,aarav.rattan211@gmail.com,2002-04-30,Male,HR Manager,336,Nagarajan Road,Ville,Pune,Maharashtra,411001,India,HBVYH1613S,Verified,2026-04-02 13:58:44,Active,Active
Pahal Ganesh,6805547921,pahal.ganesh212@gmail.com,1982-10-04,Female,Accountant,780,Comar Marg,Ville,Delhi,Delhi,110001,India,ITBOW2537L,Verified,2023-11-29 15:19:58,Active,Active
Maanas Pradhan,6543546062,maanas.pradhan213@gmail.com,1985-02-26,Male,Doctor,496,Ben Ganj,Ville,Chennai,Tamil Nadu,600001,India,EOZRN5230R,Verified,2024-12-05 09:28:20,Active,Blocked
Turvi Apte,6623176793,turvi.apte214@gmail.com,1970-05-08,Female,Lawyer,872,Chacko Street,Ville,Pune,Maharashtra,411001,India,OYYKO0259A,Verified,2026-02-06 17:53:34,Active,Active
Dhriti Sekhon,9226458065,dhriti.sekhon215@gmail.com,2000-11-06,Female,Teacher,66,Chanda Chowk,Ville,Kota,Rajasthan,324001,India,JEOUH9654O,Verified,2025-09-10 06:58:11,Active,Active
Vritti Guha,6289964349,vritti.guha216@gmail.com,1987-05-12,Female,Marketing Manager,112,Ramachandran Street,Ville,Ahmedabad,Gujarat,380001,India,OEFTH2879D,Verified,2024-01-26 10:58:49,Active,Active
Hema Madan,7958624461,hema.madan217@gmail.com,1993-04-03,Other,Marketing Manager,190,Chaudhry Road,Ville,Bengaluru,Karnataka,560001,India,MNLAY4363L,Verified,2023-09-17 10:01:14,Active,Active
Hema Shankar,8812749539,hema.shankar218@gmail.com,1984-05-30,Female,Sales Executive,826,Kanda Road,Ville,Ahmedabad,Gujarat,380001,India,RSPJN3378K,Pending,2026-04-20 01:33:45,Active,Active
Turvi Bhalla,9499802222,turvi.bhalla219@gmail.com,1975-09-11,Female,Engineer,882,Kalita Zila,Ville,Chennai,Tamil Nadu,600001,India,SNAAR7788L,Verified,2024-03-21 20:46:56,Active,Active
Oscar Kakar,7661093665,oscar.kakar220@gmail.com,1979-06-23,Male,Sales Executive,590,Pradhan Path,Ville,Pune,Maharashtra,411001,India,JUAPM1786M,Verified,2022-02-17 07:54:34,Active,Active
Divya Banik,9147633185,divya.banik221@gmail.com,1979-06-24,Female,Accountant,640,Chaudry Street,Ville,Mumbai,Maharashtra,400001,India,LSQUT0712U,Verified,2023-02-04 18:31:12,Active,Active
Hiral Loyal,9821000464,hiral.loyal222@gmail.com,1974-07-13,Female,Consultant,251,Natarajan Marg,Ville,Chennai,Tamil Nadu,600001,India,FBPOZ6030G,Verified,2026-01-26 01:14:14,Active,Active
Warjas Dara,8683458574,warjas.dara223@gmail.com,1999-07-05,Other,Bank Employee,718,Basak Chowk,Ville,Kanpur,Uttar Pradesh,208001,India,VADYU1259L,Verified,2022-06-20 12:02:20,Active,Active
Ekaraj Patel,7036969821,ekaraj.patel224@gmail.com,1977-10-06,Male,Sales Executive,449,Borde,Ville,Kolkata,West Bengal,700001,India,EGJHX7010H,Verified,2024-05-24 08:13:00,Active,Active
Varsha Hayer,8294322938,varsha.hayer225@gmail.com,1970-12-09,Female,Teacher,903,Bassi Ganj,Ville,Jaipur,Rajasthan,302001,India,FHEHO3707P,Rejected,2025-08-15 19:20:41,Active,Active
Samesh Ganesan,6931046154,samesh.ganesan226@gmail.com,1982-06-25,Male,Government Employee,321,Pillai Road,Ville,Sitapur,Uttar Pradesh,261001,India,TLNBF5401D,Verified,2025-08-03 15:03:30,Active,Active
Bakhshi Ahluwalia,7109684176,bakhshi.ahluwalia227@gmail.com,1977-09-25,Male,Marketing Manager,417,Bandi Chowk,Ville,Delhi,Delhi,110001,India,GDMUU4948I,Verified,2022-01-19 07:52:08,Blocked,Blocked
Patrick Loke,8121923687,patrick.loke228@gmail.com,1973-05-13,Male,Sales Executive,882,Shah Circle,Ville,Ahmedabad,Gujarat,380001,India,YYPES6857Q,Verified,2025-07-18 21:05:09,Active,Active
Leela Bhatti,8252066221,leela.bhatti229@gmail.com,1997-12-27,Female,Student,422,Mane,Ville,Jaipur,Rajasthan,302001,India,IDVUQ7272W,Pending,2022-06-20 04:37:54,Active,Active
Samuel Nadig,6786519637,samuel.nadig230@gmail.com,1970-02-20,Male,Marketing Manager,669,Som Street,Ville,Kota,Rajasthan,324001,India,WUPZF4035F,Verified,2023-09-22 04:17:28,Active,Active
Anmol Mody,8557820838,anmol.mody231@gmail.com,2002-05-07,Male,Sales Executive,910,Kant Street,Ville,Mumbai,Maharashtra,400001,India,MUMUF1487G,Verified,2024-03-16 00:01:22,Active,Active
Kritika Saraf,9317403922,kritika.saraf232@gmail.com,1987-05-12,Female,Sales Executive,651,Sehgal Nagar,Ville,Mumbai,Maharashtra,400001,India,MNIVH7167R,Verified,2022-11-11 00:47:30,Active,Active
Timothy Date,6853071458,timothy.date233@gmail.com,1980-03-14,Male,Accountant,718,Dugal Path,Ville,Lucknow,Uttar Pradesh,226001,India,OCDHZ7789J,Verified,2022-08-26 02:52:32,Active,Active
Tanmayi Shukla,7528650037,tanmayi.shukla234@gmail.com,1978-10-27,Female,Engineer,211,Keer Nagar,Ville,Hyderabad,Telangana,500001,India,JBJFW5950Q,Verified,2025-05-11 04:39:09,Active,Active
Darpan Bora,8723094521,darpan.bora235@gmail.com,1974-12-06,Male,Marketing Manager,453,Ben Ganj,Ville,Bengaluru,Karnataka,560001,India,WGEFH0125U,Verified,2021-09-18 10:38:27,Active,Active
Baljiwan Barman,8295431652,baljiwan.barman236@gmail.com,2000-05-11,Male,Bank Employee,217,Ramachandran Ganj,Ville,Jaipur,Rajasthan,302001,India,TNPXK3345X,Verified,2025-03-27 10:25:20,Active,Active
Sai Muni,8730578524,sai.muni237@gmail.com,1979-05-10,Female,Teacher,438,Sodhi Path,Ville,Pune,Maharashtra,411001,India,YOKYS7544G,Pending,2022-08-16 15:49:12,Active,Active
Azad Pradhan,7444112473,azad.pradhan238@gmail.com,2005-04-11,Male,Business Owner,271,Vaidya Zila,Ville,Jaipur,Rajasthan,302001,India,UHPZK2073E,Verified,2022-08-01 13:17:04,Blocked,Blocked
